date,category,region,total_sales,avg_sales,total_profit,avg_profit,total_quantity,unique_orders
2014-04-07,Furniture,South,8.96,8.96,2.7776,2.7776,2,1
2014-04-07,Office Supplies,South,181.29,90.645,88.24889999999999,44.124449999999996,12,2
2014-04-07,Technology,South,830.9200000000001,415.46000000000004,214.0295,107.01475,8,2
2014-04-08,Furniture,East,172.11,172.11,-94.6605,-94.6605,1,1
2014-04-08,Furniture,South,1215.92,1215.92,316.1392,316.1392,8,1
2014-04-08,Furniture,West,99.592,99.592,2.4898,2.4898,1,1
2014-04-08,Office Supplies,West,71.168,23.72266666666667,-4.1064,-1.3688,13,2
2014-04-08,Technology,West,399.96,399.96,139.986,139.986,4,1
2014-04-11,Office Supplies,South,17.28,8.64,5.961600000000001,2.9808000000000003,5,1
2014-04-11,Office Supplies,West,96.664,48.332,27.736800000000002,13.868400000000001,8,2
2014-04-11,Technology,Central,758.352,758.352,265.4232,265.4232,6,1
2014-04-11,Technology,South,719.9200000000001,359.96000000000004,123.58789999999999,61.793949999999995,10,1
2014-04-11,Technology,West,323.024,161.512,100.5634,50.2817,8,1
2014-04-12,Furniture,West,308.499,308.499,-18.147,-18.147,3,1
2014-04-12,Office Supplies,Central,32.4,32.4,15.552,15.552,5,1
2014-04-12,Office Supplies,West,57.768,28.884,22.825699999999998,11.412849999999999,9,2
2014-04-12,Technology,West,1513.456,756.728,132.4274,66.2137,18,1
2014-04-13,Office Supplies,East,566.648,141.662,-393.18580000000003,-98.29645000000001,30,2
2014-04-13,Technology,East,71.928,71.928,8.3916,8.3916,12,1
2014-04-15,Furniture,West,187.76,187.76,76.9816,76.9816,4,1
2014-04-15,Office Supplies,West,106.96,106.96,31.0184,31.0184,2,1
2014-04-16,Office Supplies,South,39.072,39.072,9.768,9.768,6,1
2014-04-18,Furniture,Central,317.058,317.058,-18.1176,-18.1176,3,1
2014-04-18,Office Supplies,Central,152.04,76.02,51.414300000000004,25.707150000000002,5,1
2014-04-18,Office Supplies,West,35.489999999999995,11.829999999999998,10.9545,3.6515,11,1
2014-04-18,Technology,Central,227.976,227.976,28.497,28.497,3,1
2014-04-18,Technology,West,287.968,287.968,97.1892,97.1892,4,1
2014-04-19,Furniture,West,76.14,76.14,26.649,26.649,3,1
2014-04-19,Office Supplies,South,129.32999999999998,64.66499999999999,60.9174,30.4587,14,1
2014-04-20,Furniture,Central,1145.69,572.845,-227.62099999999998,-113.81049999999999,7,1
2014-04-20,Furniture,West,59.92,59.92,27.5632,27.5632,4,1
2014-04-20,Office Supplies,Central,44.84,44.84,5.605,5.605,5,1
2014-04-21,Office Supplies,South,828.84,828.84,0.0,0.0,6,1
2014-04-21,Office Supplies,West,16.52,16.52,5.5755,5.5755,5,1
2014-04-22,Office Supplies,East,257.752,128.876,124.78689999999999,62.393449999999994,11,1
2014-04-23,Furniture,East,585.08,195.02666666666667,-16.3,-5.433333333333334,8,1
2014-04-23,Office Supplies,East,9.99,4.995,-6.993,-3.4965,11,2
2014-04-23,Office Supplies,West,48.91,48.91,22.9877,22.9877,1,1
2014-04-25,Furniture,West,1790.29,895.145,212.3865,106.19325,10,1
2014-04-25,Office Supplies,Central,16.608,8.304,4.1748,2.0874,5,1
2014-04-25,Office Supplies,West,270.72,270.72,78.5088,78.5088,3,1
2014-04-25,Technology,South,302.376,302.376,37.797,37.797,3,1
2014-04-26,Furniture,West,230.28,230.28,23.028,23.028,3,1
2014-04-26,Office Supplies,West,52.288,17.429333333333332,17.717,5.905666666666666,13,2
2014-04-28,Office Supplies,East,738.5360000000001,105.50514285714287,108.57740000000001,15.511057142857144,22,2
2014-04-28,Technology,East,159.98,159.98,57.5928,57.5928,2,1
2014-04-28,Technology,West,1679.96,1679.96,125.997,125.997,5,1
2014-04-29,Furniture,East,17.46,17.46,5.9364,5.9364,2,1
2014-04-29,Furniture,South,613.544,306.772,83.18799999999999,41.593999999999994,4,2
2014-04-29,Office Supplies,South,117.86,58.93,7.3622,3.6811,8,2
2014-04-29,Technology,East,19.98,19.98,5.1948,5.1948,2,1
2014-04-30,Office Supplies,South,1000.95,500.475,260.247,130.1235,10,1
2014-04-30,Technology,South,47.79,47.79,16.2486,16.2486,3,1
2014-05-02,Office Supplies,East,26.136,26.136,1.9602,1.9602,3,1
2014-05-02,Technology,South,479.984,479.984,89.997,89.997,2,1
2014-05-03,Office Supplies,Central,21.56,21.56,10.3488,10.3488,7,1
2014-05-03,Office Supplies,East,51.072,25.536,18.5136,9.2568,6,1
2014-05-04,Furniture,East,27.46,27.46,9.8856,9.8856,2,1
2014-05-04,Furniture,West,12.18,12.18,3.8976,3.8976,7,1
2014-05-04,Office Supplies,Central,90.112,30.037333333333333,25.744799999999998,8.5816,12,2
2014-05-04,Office Supplies,West,57.68,57.68,19.0344,19.0344,4,1
2014-05-05,Furniture,Central,127.869,127.869,-9.1335,-9.1335,3,1
2014-05-05,Office Supplies,Central,45.248,45.248,3.9592,3.9592,2,1
2014-05-05,Office Supplies,South,87.86,17.572,39.687400000000004,7.937480000000001,10,2
2014-05-06,Office Supplies,West,254.456,84.81866666666666,85.7158,28.571933333333334,16,2
2014-05-07,Furniture,East,1066.5700000000002,533.2850000000001,205.3996,102.6998,6,1
2014-05-07,Office Supplies,East,24.78,12.39,10.4142,5.2071,6,1
2014-05-08,Technology,East,1799.97,1799.97,239.996,239.996,5,1
2014-05-09,Office Supplies,South,158.70999999999998,39.677499999999995,50.7928,12.6982,18,1
2014-05-09,Technology,West,235.76999999999998,117.88499999999999,44.3808,22.1904,7,1
2014-05-10,Furniture,East,349.965,349.965,-216.9783,-216.9783,7,1
2014-05-10,Furniture,West,256.784,256.784,32.098,32.098,1,1
2014-05-10,Office Supplies,East,22.32,22.32,5.301,5.301,5,1
2014-05-10,Office Supplies,West,239.13,79.71,107.7453,35.9151,11,2
2014-05-10,Technology,West,1475.6,737.8,129.66,64.83,10,2
2014-05-11,Furniture,Central,1279.0720000000001,639.5360000000001,-153.6048,-76.8024,12,2
2014-05-11,Office Supplies,Central,122.05199999999999,61.025999999999996,-166.87859999999998,-83.43929999999999,12,1
2014-05-11,Office Supplies,East,35.91,35.91,9.6957,9.6957,3,1
2014-05-11,Technology,Central,205.768,68.58933333333333,21.1789,7.059633333333333,5,2
2014-05-12,Furniture,Central,34.79,34.79,10.7849,10.7849,7,1
2014-05-12,Furniture,East,700.056,700.056,-130.0104,-130.0104,3,1
2014-05-13,Furniture,West,279.456,279.456,20.9592,20.9592,6,1
2014-05-13,Office Supplies,South,405.45599999999996,202.72799999999998,-329.56239999999997,-164.78119999999998,10,1
2014-05-13,Office Supplies,West,63.5,31.75,13.83,6.915,4,2
2014-05-13,Technology,West,149.97,149.97,52.4895,52.4895,3,1
2014-05-14,Furniture,South,310.88,310.88,23.316,23.316,2,1
2014-05-16,Furniture,West,232.88,232.88,17.466,17.466,5,1
2014-05-16,Technology,West,56.4,56.4,3.384,3.384,3,1
2014-05-17,Office Supplies,Central,91.68,91.68,45.84,45.84,3,1
2014-05-18,Furniture,East,149.232,149.232,3.7308,3.7308,3,1
2014-05-18,Office Supplies,Central,3.984,3.984,1.4442,1.4442,1,1
2014-05-18,Office Supplies,East,15.936,15.936,5.7768,5.7768,4,1
2014-05-18,Technology,East,779.796,779.796,-168.9558,-168.9558,2,1
2014-05-19,Office Supplies,Central,57.42,57.42,26.4132,26.4132,9,1
2014-05-19,Office Supplies,South,34.2,34.2,9.234,9.234,5,1
2014-05-20,Furniture,Central,10.332,10.332,-5.9409,-5.9409,3,1
2014-05-20,Furniture,East,139.86,139.86,60.1398,60.1398,7,1
2014-05-20,Office Supplies,Central,77.32799999999999,38.663999999999994,-9.7632,-4.8816,7,1
2014-05-20,Office Supplies,East,71.80000000000001,35.900000000000006,21.2596,10.6298,13,1
2014-05-20,Technology,Central,20.784,20.784,-3.6372,-3.6372,2,1
2014-05-21,Furniture,Central,107.772,107.772,-29.2524,-29.2524,2,1
2014-05-21,Office Supplies,Central,79.136,26.378666666666664,-8.353199999999998,-2.7843999999999993,10,1
2014-05-21,Office Supplies,East,711.6800000000001,237.2266666666667,297.0884,99.02946666666666,16,1
2014-05-21,Office Supplies,South,2715.93,2715.93,1276.4871,1276.4871,7,1
2014-05-21,Office Supplies,West,31.84,31.84,10.5072,10.5072,8,1
2014-05-21,Technology,South,617.97,617.97,173.0316,173.0316,3,1
2014-05-22,Technology,South,180.93,90.465,46.580999999999996,23.290499999999998,3,1
2014-05-23,Office Supplies,East,255.61,51.122,61.9472,12.38944,19,2
2014-05-23,Office Supplies,West,12.96,12.96,6.2208,6.2208,2,1
2014-05-23,Technology,East,55.188,55.188,-10.1178,-10.1178,2,1
2014-05-24,Office Supplies,East,116.28,116.28,56.9772,56.9772,3,1
2014-05-25,Furniture,Central,29.32,29.32,-24.189,-24.189,2,1
2014-05-25,Office Supplies,Central,75.6,75.6,-166.32,-166.32,2,1
2014-05-25,Office Supplies,East,14.62,14.62,6.7252,6.7252,2,1
2014-05-26,Furniture,Central,359.772,359.772,-5.1396,-5.1396,2,1
2014-05-26,Furniture,West,515.962,257.981,49.886399999999995,24.943199999999997,4,2
2014-05-26,Office Supplies,Central,116.01599999999999,58.007999999999996,10.8774,5.4387,6,1
2014-05-26,Office Supplies,West,48.4,48.4,23.232,23.232,5,1
2014-05-26,Technology,West,285.568,142.784,51.6524,25.8262,4,1
2014-05-27,Furniture,West,567.12,567.12,-28.356,-28.356,10,1
2014-05-27,Office Supplies,Central,17.46,17.46,-30.555,-30.555,6,1
2014-05-27,Office Supplies,West,359.32,359.32,7.1864,7.1864,4,1
2014-05-27,Technology,West,1213.494,606.747,163.2654,81.6327,13,1
2014-05-28,Office Supplies,West,136.96,136.96,51.36,51.36,4,1
2014-05-28,Technology,West,85.00800000000001,42.504000000000005,7.9488,3.9744,10,1
2014-05-30,Furniture,Central,355.455,355.455,-184.8366,-184.8366,3,1
2014-05-30,Office Supplies,East,371.86199999999997,92.96549999999999,131.1879,32.796975,13,2
2014-05-30,Office Supplies,South,13.62,13.62,6.129,6.129,3,1
2014-05-30,Technology,Central,719.976,719.976,134.9955,134.9955,3,1
2014-05-30,Technology,East,464.0,464.0,134.56,134.56,5,1
2014-05-31,Technology,South,773.7,386.85,230.9727,115.48635,6,1
2014-06-01,Furniture,Central,2001.86,2001.86,580.5394,580.5394,7,1
2014-06-01,Furniture,South,22.2,22.2,9.102,9.102,6,1
2014-06-01,Office Supplies,Central,1947.85,324.64166666666665,653.0189,108.83648333333333,26,2
2014-06-01,Office Supplies,East,334.68,167.34,104.7888,52.3944,9,1
2014-06-01,Technology,South,881.93,881.93,229.3018,229.3018,7,1
2014-06-02,Furniture,West,73.32,73.32,21.996,21.996,6,1
2014-06-02,Office Supplies,South,365.5,182.75,109.73559999999999,54.867799999999995,4,1
2014-06-02,Office Supplies,West,59.808,59.808,19.4376,19.4376,3,1
2014-06-02,Technology,South,239.97,239.97,67.1916,67.1916,3,1
2014-06-03,Furniture,Central,61.544,61.544,-40.0036,-40.0036,7,1
2014-06-03,Furniture,West,515.88,515.88,113.4936,113.4936,6,1
2014-06-03,Office Supplies,Central,163.912,54.63733333333334,22.6186,7.539533333333334,9,2
2014-06-04,Furniture,East,424.48799999999994,141.49599999999998,-16.419999999999998,-5.473333333333333,6,1
2014-06-04,Office Supplies,East,31.784,15.892,9.9268,4.9634,6,2
2014-06-06,Furniture,East,991.764,991.764,-347.1174,-347.1174,3,1
2014-06-06,Office Supplies,Central,138.812,46.27066666666667,0.4391999999999996,0.14639999999999986,15,2
2014-06-06,Office Supplies,East,180.04400000000004,60.01466666666668,59.8707,19.9569,13,2
2014-06-06,Office Supplies,South,63.381,31.6905,21.5708,10.7854,3,1
2014-06-07,Furniture,Central,268.935,268.935,-209.7693,-209.7693,3,1
2014-06-07,Office Supplies,Central,12.462,12.462,-20.5623,-20.5623,3,1
2014-06-08,Furniture,South,170.352,170.352,10.647,10.647,3,1
2014-06-08,Furniture,West,585.552,585.552,73.194,73.194,3,1
2014-06-08,Office Supplies,East,1745.3600000000001,872.6800000000001,109.524,54.762,8,1
2014-06-09,Furniture,South,1441.3,1441.3,245.021,245.021,7,1
2014-06-09,Furniture,West,1792.444,597.4813333333333,113.6906,37.89686666666667,18,2
2014-06-09,Office Supplies,Central,70.368,70.368,6.1572,6.1572,2,1
2014-06-09,Office Supplies,West,268.344,38.33485714285714,94.0913,13.441614285714286,26,3
2014-06-09,Technology,Central,71.976,35.988,10.996799999999999,5.498399999999999,3,1
2014-06-09,Technology,West,1818.576,909.288,159.072,79.536,10,1
2014-06-10,Office Supplies,Central,491.55,491.55,240.8595,240.8595,5,1
2014-06-13,Office Supplies,West,14.52,14.52,4.7916,4.7916,3,1
2014-06-14,Furniture,Central,212.94,212.94,57.4938,57.4938,3,1
2014-06-15,Furniture,Central,897.862,448.931,-75.5522,-37.7761,6,1
2014-06-15,Office Supplies,Central,45.111999999999995,22.555999999999997,-2.6888000000000005,-1.3444000000000003,5,2
2014-06-16,Furniture,Central,647.84,647.84,32.392,32.392,8,1
2014-06-16,Office Supplies,East,115.952,38.650666666666666,44.2956,14.7652,12,1
2014-06-17,Furniture,West,6.24,6.24,2.6208,2.6208,3,1
2014-06-17,Office Supplies,Central,62.016,62.016,22.4808,22.4808,2,1
